Predicted labels before feature engineering,Predicted labels after feature engineering,No of new features,new_feature_1,new_feature_2,new_feature_3,new_feature_4,new_feature_5,new_feature_6,new_feature_7,new_feature_8,new_feature_9,new_feature_10,new_feature_11,new_feature_12,new_feature_13,new_feature_14,new_feature_15,new_feature_16,new_feature_17,new_feature_18,new_feature_19,new_feature_20,new_feature_21,new_feature_22,new_feature_23,new_feature_24,new_feature_25,new_feature_26,new_feature_27,new_feature_28,new_feature_29,new_feature_30,new_feature_31,new_feature_32,new_feature_33,new_feature_34,new_feature_35,new_feature_36,new_feature_37,new_feature_38,new_feature_39,new_feature_40,new_feature_41,new_feature_42,new_feature_43,new_feature_44,new_feature_45,new_feature_46,new_feature_47,new_feature_48,new_feature_49,new_feature_50,new_feature_51,new_feature_52,new_feature_53,new_feature_54,new_feature_55,new_feature_56,new_feature_57,new_feature_58,new_feature_59,new_feature_60,new_feature_61,new_feature_62,new_feature_63,new_feature_64,new_feature_65,new_feature_66,new_feature_67,new_feature_68,new_feature_69,new_feature_70,new_feature_71,new_feature_72,new_feature_73,new_feature_74,new_feature_75,new_feature_76,new_feature_77,new_feature_78,new_feature_79,new_feature_80,new_feature_81,new_feature_82,new_feature_83,new_feature_84,new_feature_85,new_feature_86,new_feature_87,new_feature_88,new_feature_89,new_feature_90,new_feature_91,new_feature_92,new_feature_93,new_feature_94,new_feature_95,new_feature_96,new_feature_97,new_feature_98,new_feature_99,new_feature_100,new_feature_101,new_feature_102,new_feature_103,new_feature_104,new_feature_105
27.0,31.0,,-0.9290717314762864,4.971360777484755,2.0850984432234068,-1.841786663904204,4.154333457513058,-2.719078385076162,2.842161824111064,-1.332135213731937,3.960990092096005,-1.6561776596861693,2.977725704791817,0.06956919911010814,-1.1889660518264638,-3.0122901042931263,-0.09237789194989668,-0.3246877049619106,-0.9993978855493298,1.6205610728449373,-1.785683439212426,-0.2153147966152798,-0.14735639479757578,0.17698523013785022,0.10872792697022611,1.6771292789328518,2.4490057209161087,-0.32675145400872596,0.2934996178137226,-1.7207595802786044,-1.3897517662571475,1.3307885368080985,0.9111768713442701,-0.5857591618994421,2.0947085553409823,-1.618738953387942,-0.4857384992889078,-0.32230009219019384,0.9991578537930117,-2.7728342319784804,0.08789799295350634,0.8862968735937579,-0.5031431415246377,-0.9280310427790425,0.7157339895172136,0.4835294273408724,2.0287462638886673,-0.24014455684861397,1.0689938707959667,0.2759368015666763,0.006052493882053138,0.44398140571751454,0.28092620867302054,1.1861726272950541,1.29662725052765,-0.13858665057225533,-1.0574227496700461,-0.18307252920437656,-0.029856028829358228,1.1517091067740888,-0.8315405979199647,-0.4975533723317358,-0.6100450823849158,-0.5529185735164621,-1.086844221479727,-0.5201626893126492,0.34898904272799464,0.9014778315070611,-0.4454789452250405,1.0924736825672323,0.35115501807049493,0.7199301294826143,0.4575221937479954,-0.09154453580127914,0.21244434310941973,-1.0955571629119878,-0.3005770846409936,-0.18190347823074118,-0.4526510651327983,-0.8918850623265658,-0.7586016446607219,0.7160510572342536,-0.4482787280640202,0.0437337072851397,-0.13904982874450406,0.06374750440482777,-0.22210788937145137,0.11055381003731302,0.08759040727612694,-0.8498671352265482,-0.09477816398846356,0.11035275674232159,0.09553834625101855,0.2946995481334567,-0.25413152165620234,0.06922567224375398,-0.2683535846346227,0.4234843016671594,0.3058382125537425,-0.4662029515029085,-0.412752493715779,-0.07633269790095659,-0.13438971859582477,-0.07743954391312846,-0.5956211086601902,-0.09389781557041663,0.22037449339221737
30.0,30.0,,-4.303395016077252,5.987067877553621,-1.7406842566936875,0.9487421751862557,7.4346330888899335,1.6935000919457253,-1.3992366633320676,-2.669161540601624,-2.526687711813385,-6.002675745697957,-0.5409289386041667,0.5464283622154462,-2.444104724649034,0.6373230398696264,-0.8267723134420023,-0.2984678689694612,2.473511709859476,-2.005897138450322,-0.8139469340797973,-0.9838602731567903,1.502164141687567,2.6321994129307686,-0.002663283923843074,1.5436162263798197,3.100012785557009,0.21093725254139406,-2.285000462369786,0.22937282847422552,-0.5113274570488562,0.2160254094177967,0.33310722329388975,-0.4890798618150425,-0.5790793572533217,-0.9094395782252004,-0.5921527988574705,-0.5660530030007789,0.8355012928599218,-1.2933981088699402,-0.18830898390979078,1.4776782877494274,-0.33867306570953903,0.48730320302683855,0.44505592753178835,0.6858430962850444,-0.3574096457896684,-0.46694933776597863,0.35501201045336783,0.26636730070849496,-0.1687094054598891,1.6099019214079389,-0.350143863507795,0.8051240218593364,0.17781907635083366,-0.6083429831645817,-0.46840516316631725,0.19645866473606255,-0.009057736988674438,-0.40088796708205554,0.9855613235499215,1.0894170493706614,-0.2591517008995231,-0.7611505835858217,-0.01643556352713993,-0.3724779553082752,1.2349847803241278,-1.051404924874551,-0.0326199183048701,0.35133110381366806,-0.44103156400496635,-0.08700055070390939,-0.6738171736939483,-0.7506693846872157,0.3125014845809915,-0.3042821615715181,-0.04794142149450495,-0.8548796866191876,0.12610668147944937,-0.009555232569755823,0.5863021794948873,0.6992998991022945,-1.501041440238474,0.292177407071969,0.008826206418283578,-0.4129827095481808,0.6384527493116281,-0.01588908676922823,0.4724356700234714,-0.30173358726180355,0.33699159236908205,-0.008214590601840543,-0.3100444572148229,0.14620414522061498,-0.33783897034724086,0.5816923280477784,-0.0002828776368060115,0.3219721591978104,-0.3030782228159597,0.26660391655780846,-0.3116422545906135,0.03114928676118038,0.39801697794559127,-0.16877982441182748,0.18125750821784092,-0.16811747618567816,-0.3017736600259408
30.0,28.0,,-3.408437565867617,2.230073016488536,-0.08614715871500023,1.4078522222599985,3.6554893977467637,-0.8820253943624674,-0.6648334420226638,-0.10178083240599495,-4.280498280364601,-3.4169353017668502,1.6503927776020197,-0.06963044466454793,-1.5983091350807321,-1.9394275489672306,-0.7958670177069535,1.8606314540069042,0.09228844282343418,0.385369481064518,-0.7205548152629013,-1.2668181839903856,0.8177428264431102,2.18807864069148,-0.2627721835208906,3.2757826514150654,2.7213108693995753,-0.92336090180103,-2.4355325788848505,0.4654902162225308,-0.7623869232000066,0.3829304246587607,1.5200423755618582,-0.9345930699255648,-0.8464951790088739,-0.0825964680076515,-0.9325524836042496,0.4953230789490588,1.1628735495669842,-0.9619680973670514,-0.8250587197457304,0.5447356098795311,-0.4634867397049456,-1.043544857631988,0.20879375710978562,0.4662911575422358,-0.21722094201761905,-0.07617685238317334,-0.6446628111616333,-0.21661345008707472,-1.5357209704453232,0.34593474226874155,1.114479203536926,0.3833833609394375,-1.3433870272843365,-0.08606464975880154,-0.791320678803808,0.3896152507044673,-1.1411875579637092,0.15163379136458588,0.5793419663062798,1.1836879896776333,-0.5114997833330976,-0.4713492991769093,0.4784686231732024,-0.42146442128773143,0.17336566602533,-0.8342892663898265,-0.6213573268831152,0.8128495894158576,-0.28819225710995416,0.5215593250086769,-0.16603513265456019,0.0608943268251957,0.1271886314668228,0.06298037857173056,0.2476550169985104,-0.9180196257886397,-0.06098692374589315,-0.18428395831905128,0.7389850735842579,0.44111386262259084,-0.23480818414984458,0.3583992307974901,-0.46321094565468185,-1.1378939322081667,0.44625758451517117,0.5206101428653471,0.05402942234947475,0.33070218712392746,-0.025852662681695504,0.13887794111887458,0.2351619505466304,0.06722269072173827,0.4591674381489055,0.1847610762714819,0.2997436678307517,0.06963159272370234,0.01846939886894261,0.03801707841789698,-0.006275424626350445,-0.2001424303927258,0.048699852066177385,-0.03676424684263546,-0.1330064463448538,-0.643562129555667,-0.34093226864560244
25.0,25.0,,-1.4769956882311819,4.156419567439524,0.03800896719697533,-0.3317980228903752,0.07259290840642185,3.2581795260877886,0.07208576870622696,-0.1950672456540843,0.5756003732961987,-4.383272203963427,2.093332730814759,-3.1472812695486354,0.31538739758465,-2.485038351467831,1.6030513596347158,-1.0498672574462808,-0.49768963942869765,-1.7131203295360602,2.7261775486375255,-1.4031831184605155,0.2552813276884538,0.943480798979429,0.42906656088614237,3.828703480770388,1.2655628231786031,-2.4511493410782093,0.16080015422899613,-0.37021066136646485,-2.484275476512523,1.0056694544580607,0.6012446033536152,-1.6316802563741386,-1.904819948435257,0.6258715454670112,-1.3413172098130035,-0.7135552331638266,0.5455685361999603,-0.5033198184480948,0.2231643552773033,2.716993744151474,-0.998541959543711,-1.7576611101023187,-0.7371016284552024,0.17890293414927363,-1.2204059137845755,-0.7785484485793486,-0.1946917880929565,-0.7604735498327173,-0.289368434069383,0.548720198854733,1.3832909431174065,0.1367345332083677,-0.5359290257162179,-1.1249406446101058,-0.12189655874141495,-0.9803312629547836,-0.3577995477944299,0.1506425359970875,-0.5593268548576782,-0.45347407509799853,0.5909949719311973,0.12728944071627946,-0.3110871673872688,0.9284849341213943,-0.23092872401241216,-0.626672099275798,-0.6988324319910868,0.547973422878177,-0.5894114450230492,0.35367772525494934,0.1197248945657888,0.07852707077827126,-0.40953835032656216,-0.3571564502214488,-0.30717194619542865,-1.6942970386946221,-0.5286775359170774,0.2573906008097846,-0.06360808451830602,0.19228871315080315,-0.9043779948603663,-0.11256022877314166,-0.2503837180143388,0.043134259156266036,0.008920441996015493,-0.5464684993283553,0.49173753548698257,-0.10151035338386885,0.2728604247868738,-0.1425089666967539,-0.262205354415179,-0.11079755496997641,0.5510955159006576,0.2305719777675867,0.26991492044930143,0.5529134536543887,-0.3293422031913306,0.41889888919785095,-0.28571088668336136,0.29418524466003926,0.21237978139681468,-0.24872355352813447,0.40761678767619774,-0.07787776505154609,-0.4853473779079184
27.0,25.0,,0.7652714867293814,3.9762987057610246,-1.8859138707018595,0.23293056752257357,2.7156647347992173,-1.220106845417752,1.6528055461636293,-2.216653952275971,-0.09689967448851283,-5.248321778198827,-0.7578696137509636,-1.8678283368829487,0.19109393541527483,-1.5354722459862495,0.12509424372256386,-1.5260879538115832,-0.9989746488938978,0.602593528582748,-0.8531593687876526,-0.03880890300532062,-0.22179883637959674,3.5303608862874576,0.8908315134733114,0.9972592295941619,-0.1131873292204233,0.056610396554271664,-1.0873117696156878,0.7473551132266494,0.41664446390342963,1.3351670081964664,0.4955722219685183,0.12851424631199382,-1.0118548747562688,-0.4665737892654034,-0.36156868988158447,-1.3276552303655798,1.3741776009389932,-1.3541887999532836,-1.0877835520287136,-1.421722592044605,-0.36646408801618274,-0.2518168263810366,0.18569604282676688,-2.00303443138722,0.8020823141629679,-0.6341910904782759,-0.5490531261506241,-0.35062492166117376,0.7931030326752243,-0.9075129382668261,-0.8287162148100514,0.1249779811343737,0.6198420046631197,-0.08506152713913383,0.27042100512995737,0.5485052806374259,-0.5858154940504087,0.25049676795211984,-0.19798109541462966,0.2136219503156671,-0.2967063900379479,-0.345689465454906,0.9011703850462397,0.26296332000864014,-0.2011453514123982,-0.677958922581339,-0.08276689624135086,0.12296094499286087,-0.2075116392445066,0.1512757224403609,0.23312006399816593,0.49772661804628326,-0.2896845173937461,-0.9920132004420343,0.4471104424245428,-0.8535834798352363,-0.05316953352317856,-0.1769088694379877,0.38037048443825816,0.0932070105594398,0.12194260873401298,0.27861440426759476,0.41224251742216156,-0.04518951630365867,0.32691799130174093,-0.5906539584176327,0.18193274834604128,0.26592446945670944,-0.2657784033405826,0.2516424173584213,0.32224166547952793,-0.2911990951860503,-0.10399360823975844,-0.33475123751336566,-0.5832912105922895,0.15161154996997783,-0.42742684695559574,0.0037423045773171404,0.027627601337030225,-0.05333600953793119,-0.1646215672972144,0.2977427014862735,0.24966800082863302,-0.12814361767639115,0.07123626874761094
30.0,30.0,,-0.8330372894928242,4.125695738687845,0.6233398503490573,-0.5175161704484174,-0.6320705876756377,-0.9732644699345945,-0.3215638102204402,0.1879213355577896,3.0237566258917776,-1.3076124096982662,1.6732991627378826,0.6736715977591791,-0.8654751474653826,-1.7128501310254414,1.1209728372719698,2.325442216908412,-1.670619343918709,-1.1565912913558671,1.2405700868448533,-0.014607848135363553,0.09739988334320104,-1.1710021004042748,2.1585011420486726,-0.5007467519127035,2.70030133316238,-0.46036371428666134,-1.1839980346298813,1.046317406902964,-0.5323628870342705,1.273675794092162,1.63952578530794,0.238636287782306,1.4073989993079847,-0.12530432128472968,-0.4340610999210145,-0.8775027828966803,0.13842363407645825,0.45576788034090887,0.425294134792244,0.7136450527326934,-0.5025172327123139,-0.6698112212206448,-0.6344948683540077,0.6779618297327114,0.7571445867373677,0.8980839544295911,-0.4806247362138753,-1.4803259025055944,-0.13664575027072712,0.14198365476581612,-0.9626701649880262,0.4843234698441285,-0.3446909824494957,0.1365245517279137,-0.568361023921997,-0.6723686915527793,-0.41043363164684876,0.8103433671339761,-0.08957044903312583,-0.7789857865812156,1.4306377695572132,-0.8039813527996889,-1.5032589152950109,0.7759460763629328,-0.1131474738315254,0.043504036008740726,1.3474669356739812,-0.39442523934630125,-0.15237611917893729,0.5392646716494298,-0.010935192835600108,0.6099429131275621,-0.11731293143535246,-0.5672059542514172,-0.4585527425122382,-0.490096994470776,-0.24877239209994345,0.2207607593734237,0.7463271320161371,-0.45606490403982225,-0.154311667405493,-0.008675605498684125,-0.17189414661226587,-0.22234614133435207,0.7298795827679735,-0.06889458526876235,-0.19571570091166907,0.46664226411733484,-0.28936354789616264,0.08710682363362238,-0.24082677468479619,0.3887794422018034,0.33334481894785534,0.7655811406006421,-0.3415112646120135,-0.33458581341181215,-0.5593251686245487,0.12925560472203748,0.06290473669732158,0.13816661598792823,-0.618165456269798,-0.1601397846158238,-0.02568254033482936,-0.04272038292005534,-0.01240022951920533
25.0,25.0,,-0.2796518252593682,1.0322063752440382,-4.738423155037644,-1.7009361966623198,1.0164705076551395,0.4198374980045562,-0.40009373021342487,4.227018747665622,-1.5395375713609476,0.3709627034586502,0.3073407150845544,2.294731815070654,-1.4340142094439257,-0.019133505560861963,0.4776358540561255,-1.5185517882632953,-0.04916652697549789,-2.419995459501049,-0.20712316366602715,-0.5719189521793827,-0.5411206725815834,-0.5315635203943818,0.6796155827695284,1.6325057779020953,0.5079559147722106,-0.844481125517335,0.24771866378873647,0.7138357550909484,-1.6107170725273383,1.3739986898569478,0.36204803530317964,-0.2084516637481112,0.5885639106824756,0.6088576304005286,-0.39183597606630377,-0.31993666634565227,-0.4368145997168358,0.46794300335088135,-0.6130114098834465,0.1996902308897423,-0.1894415896928962,-0.3486414113928823,-0.05748622342737586,-1.6006086189210285,-0.4002153358979347,-1.331896173202518,-0.33110610032643406,-0.1790046284116023,0.9778422216438845,-1.6114686988974878,1.144693567280208,-0.2791804368089851,-0.04512782185298758,0.7010577032423656,-0.09518784843005021,-0.35824549959580043,0.22049001654337952,0.03372547309786396,-0.3893429044047779,-0.629563450268867,-0.258268001893491,1.402479272484519,-0.40501145238886027,-0.40544041292685984,-0.2647600913200514,-0.05734589034262483,-0.15203297918176298,0.09197736171845172,-0.20559980873989153,0.15720609496184124,0.3527164842515924,0.7956259029066444,0.3810215295206679,-0.04741018995007143,0.6487969508652623,-0.40450790311021423,-0.28087054599078454,-0.32452955696062696,0.0012075841873449983,0.2851699635980612,-0.7421468313992965,-0.18667258020455163,-0.4733062357811312,0.30727086763683586,0.36066102443647036,0.1695150787203275,-0.21721615597645885,-0.14510926676287167,0.16061974332875745,0.16650629964226094,-0.5244392088018224,-0.1333480049585585,-0.6176981855276176,-0.26797362815699277,-0.02305886877510674,0.38106985466723065,-0.04580442843064531,0.4855560964762748,-0.013171982776327917,-0.009836932218511979,0.3547334119978667,-0.0839034631638223,0.10904733637499507,0.1474243350408685,0.0725850972965022
27.0,27.0,,-4.443146713834634,2.6184627294468164,-3.7601269239102333,-0.882513836057425,-0.6538528570623414,0.8867946108164622,-1.823173660587153,1.8224958540841278,0.04433535204335298,1.2781046529233526,0.5502308789729218,1.2723788295619576,1.6851626075077193,-1.5142431050199479,-0.0336997034358657,-1.6923052841486426,-0.38560763765854444,-2.9575038615520137,1.1563953488532928,0.8128129910586883,1.5292883740862129,-1.2603833662964048,1.202612259402423,0.036283609963864094,0.3449158204700908,-0.039115646249454926,-0.3442339015097015,-0.6312471067072664,-0.5273117001330659,3.259174454656394,-0.9965402490531341,0.46234854886726084,-0.6890704190904305,-0.08675199723841456,0.1334933115890718,0.14621374844685386,-0.7961224218870195,-0.957267913235136,0.1972397100397965,0.11407315311967851,0.02157762244031214,-0.7918438626770239,0.1498486621444951,0.16553272925217977,0.8489679859194363,-0.2092578269435792,0.1952746584873991,-0.2496614645396482,-0.054711794695995464,-1.3422414789247563,0.31008751595403405,-0.7146737614078159,-0.34879560948908916,-0.3638453950853261,-0.43477710821572285,0.031220958787621322,-0.4084728257560479,-0.3899912386767398,0.12349753930373594,-0.759486412143988,-0.8306785920548294,0.5998143097230414,0.22789171406358455,0.13215575025980725,-0.13373330297103087,0.5897670032764873,0.6276156391402116,-0.3226318857039079,0.03285687817395788,0.11669535673940468,0.5846369353817772,0.05432377653968379,-0.6478942216072863,0.11333607664236872,0.3079572942276046,0.0729474432548419,0.08638101549173698,-0.6863099916942605,-0.4660235632553602,-0.1432484276287911,-0.3211894957318866,0.037642914848961026,-0.34156472404076454,0.12640595636902782,0.09074413607478687,-0.01723539760434667,-0.8952605267656506,-0.06233079537952371,-0.07161385413567684,-0.5944267348957797,-0.5153188364687411,0.32388813939792377,-0.17414464834045312,-0.05365284767736661,0.04653571929238903,-0.3322635504661691,-0.25142509756494047,-0.5771346558905416,0.011331062538904063,-0.1819315893624266,0.3555895743735523,-0.1709244585923611,0.0702582568021882,0.1610432321110144,-0.11642430141384363
25.0,25.0,,-1.6779676828324472,-0.14795501567361952,-0.5528493815866029,3.6634863863073313,0.4712091241343423,-1.8112552422977939,-2.049743576354117,-0.3756211698344244,-1.2680343578556412,0.03672350936519442,0.002299838125461362,1.433172166899855,0.987890772384504,0.6781738276799324,0.17706992835713836,-0.5172652861960896,0.9498566204126,-1.7716764432949499,3.1255141392315178,-0.5218630288036932,1.8800136579502775,0.5585016863460979,-1.233229107806869,0.1196915820420033,-0.1605173672421051,0.4081608814272106,0.3398542888919419,-0.43814957075072586,1.5061367466995406,0.9535219794474895,-0.19123222189363773,0.509377443235963,-0.11694987403599985,-0.42825037414274214,-0.18153546493723924,0.746278918205114,-0.34691599441554644,-0.20877148987368682,0.6523348190358385,1.239818111338293,-0.6889950088873701,-0.9890136357422417,-0.5301672954708144,0.3223595738311724,-0.5950759306540263,-0.4334300524074116,-0.9910800679680001,0.9072122159370979,0.026167109343048334,-1.4179208361525517,0.1351146238423137,-0.5800600144730719,-0.7081394418103542,-0.21275298947719823,-0.693630928355909,-1.2404129401229462,0.03612626298305133,0.05531056282384089,0.21053236574799636,-0.2381918432790005,0.6986868248328262,0.39471707412596824,0.49841000403475866,0.4617505377694931,-0.38173076991064064,0.42134254115319764,-0.08234735485281683,-0.8050402041368965,0.184893182304057,0.27179522809906453,0.35536034414529977,0.07016732632391426,0.7028581326806345,-0.21644567036442064,0.15755529120877682,0.42017830140428325,-0.5022316540314214,0.19763560963536533,-0.2940018637926159,-0.1859098077657722,0.08500796858690887,0.5643828059605223,0.7977573519043174,0.4551745393144287,0.18444786331087798,-0.45974150607467024,0.1229580314307848,0.1255275861197218,-0.09825593978361868,-0.13029386450703984,0.1983561171164273,0.21438879088885204,-0.19406446219457432,-0.042694454781048885,-0.3929634819420596,-0.006068308283414869,0.09770499975171199,0.02930447120247437,0.04160110124867987,-0.004645753696862716,0.03121552260166105,0.2832583357941024,0.15022476531349996,-0.218743175932002,-0.20469140422919876
25.0,25.0,,-1.620639676182057,2.3086311287733,-6.031849722755742,-1.0722389196761084,0.9406102822772601,0.2655309371894628,0.5093024077932826,3.974566924251236,-0.4686249646156483,-0.8662912313300273,0.38763281496382807,3.2571426107673327,0.12814862973371643,0.24153077407876708,1.1546869844975212,-1.8797064398928782,-0.45495174781693937,-1.652850886759022,-0.8740382118049539,-0.2937821242450822,-0.8884337943662037,-0.9812461138969566,1.3549008742946977,1.7820363089556872,0.03869099215506577,0.2638815423102279,-0.06727822091590883,0.5497911435971458,0.1905774996586026,1.1009607575968108,-0.41157774623807697,-0.1006170531668348,-0.9467766021270572,-0.22847308855221743,0.22476238713148788,-0.14965120120837477,0.8711374625492802,-0.6045349089500389,-0.09090081558333307,0.5621122496588854,-1.327080202831565,-0.5984640939766765,1.2801511945710733,-1.4264294775101518,0.7511934786135882,-0.207408499631315,-0.18872493417613692,0.05210038214391355,0.804582926405013,-0.9811208656833866,0.7469278930830598,-1.0146880185148897,-0.19518408282924804,0.9763865869009198,0.08094046297064023,-1.3067068283655892,-0.44174728431451465,-0.6956797638890112,-0.4053516480465314,0.25273360447338566,0.1565015683073308,0.4659976975937936,-0.9059540453995814,-0.05846086105228404,-0.46701941046000284,1.026140605501859,-0.34266330054944516,-0.07252507312689549,0.11886345067408055,0.4165051906336488,0.5756198547713438,-0.10490014516022447,0.02306046425030016,-0.08358842928419087,0.3123920405439968,-0.8112954559333925,-0.05300073381153682,-0.5072285648590933,-0.35185552523393804,0.10680763570711489,0.3333273368148802,-0.3580751163530292,-0.026579351408739793,-0.28427102942733645,-0.14907281644404716,-0.016478909624852545,-0.4881414119008006,0.019792147668807103,0.43143747381831105,-0.20724539368381384,0.1414845054760538,-0.3071216001740591,-0.13312253757589776,-0.029568188201205187,-0.017641306695505732,-0.1171878398363978,0.10863868992414791,0.040444889243072685,-0.06181741708773075,-0.14514915525512204,0.26402927177347646,0.1598987150367575,0.11429650530421326,0.1094501994485465,-0.28852571105684566
