Predicted labels before feature engineering,Predicted labels after feature engineering,No of new features,new_feature_1,new_feature_2,new_feature_3,new_feature_4,new_feature_5,new_feature_6,new_feature_7,new_feature_8,new_feature_9,new_feature_10,new_feature_11,new_feature_12,new_feature_13,new_feature_14,new_feature_15,new_feature_16,new_feature_17,new_feature_18,new_feature_19,new_feature_20,new_feature_21,new_feature_22,new_feature_23,new_feature_24,new_feature_25,new_feature_26,new_feature_27,new_feature_28,new_feature_29,new_feature_30,new_feature_31,new_feature_32,new_feature_33,new_feature_34,new_feature_35,new_feature_36,new_feature_37,new_feature_38,new_feature_39,new_feature_40,new_feature_41,new_feature_42,new_feature_43,new_feature_44,new_feature_45,new_feature_46,new_feature_47,new_feature_48,new_feature_49,new_feature_50,new_feature_51,new_feature_52,new_feature_53,new_feature_54,new_feature_55,new_feature_56,new_feature_57,new_feature_58,new_feature_59,new_feature_60,new_feature_61,new_feature_62,new_feature_63,new_feature_64,new_feature_65,new_feature_66,new_feature_67,new_feature_68,new_feature_69,new_feature_70,new_feature_71,new_feature_72,new_feature_73,new_feature_74,new_feature_75,new_feature_76,new_feature_77,new_feature_78,new_feature_79,new_feature_80,new_feature_81,new_feature_82,new_feature_83,new_feature_84,new_feature_85,new_feature_86,new_feature_87,new_feature_88,new_feature_89,new_feature_90,new_feature_91,new_feature_92,new_feature_93,new_feature_94,new_feature_95,new_feature_96,new_feature_97,new_feature_98,new_feature_99,new_feature_100,new_feature_101,new_feature_102,new_feature_103,new_feature_104
45,45,,-2.4857732201348206,-4.643615813263543,-1.4877507208304,-4.594175745254534,-0.013435079393859128,-2.3933309799394014,3.76201145288643,2.113233595372183,3.6118186286366267,1.8427648516956603,2.6260203744070045,-0.1505707703442721,-1.0181320728575087,-2.678050309893109,0.07322706578760428,-1.1458453770789907,-0.4175033944511477,1.6157573872567035,-1.37126285669188,-1.0418298849949323,0.03704910866256901,1.4933947212818992,-0.18285921172279168,-0.8150294946404034,2.248350486860195,0.2242159183455809,-0.39993046379403047,0.715754455067959,-2.993402122256888,0.7624009206468867,0.5419440265170967,-1.5878879774646584,-0.4696798486187983,0.7999004997660988,-0.6213912737284302,-0.5826017027002021,2.0757049095067077,1.4582974682247376,-0.1646361422110959,-0.17923102436574198,0.7449698114069275,0.9931243430452029,-0.5691625190529833,0.7517136611695907,-2.029726919203615,0.6049903001163346,0.4681497179051022,-0.006546619199211068,-1.497603828218729,-0.7453519689663806,0.18160577498461664,0.19224264773445698,0.5162802344247894,1.0463335069837392,-0.27715374673320475,-0.3201276421509536,-0.4213399188803645,0.3002222913798365,-0.6678737268125146,-0.42806565832808813,-1.4991006284151511,-0.3615579831111172,-0.13752539016964455,0.8368228073264008,-0.20773455119827605,0.5832018110129689,-0.5037983536680029,0.9126672455166626,0.12906450599733024,0.2983721969369453,0.3525075657005401,0.13746627653098586,-0.296548825794475,0.15519731109780885,-0.7193913874062381,-0.33906651953032685,0.4515030260460767,0.7787193335090956,0.8738614454877256,0.21643153532654835,-0.5192508402971073,-0.23451552089207583,-0.09128252142406051,-0.31099964491641346,0.8154812928477795,-0.06813766014629438,0.37001979739509133,0.05480750458635014,0.014547175806867731,-0.15562600371244711,0.16339790974962853,0.03221918639584058,-0.041308342146925164,0.28044281485716094,0.45794410634334337,0.13078793651680876,-0.4536592524271619,-0.2115841575788825,-0.03882089590488434,0.4748178692670323,0.28212960555159045,-0.3049203528519413,0.06981661729660948,0.3569960277309985
45,45,,-6.471184916951815,-5.32612939618148,0.15905447141426776,-7.473987530204193,4.237739937786882,-0.07519998108271564,-1.517907312948808,1.8931629321597436,-2.9673751510788904,4.730605334301883,-1.5909557628225517,0.3081297205539152,-2.2073095105655627,1.2273247805869767,-1.627511122344077,1.4331308977175605,-0.7585879640661431,-2.144451427261208,-1.1444639104267567,-1.772138768154794,2.0206928089166927,1.251197780890755,0.23373685005457046,-0.6851632467131408,2.3835949628211557,0.5025995526504814,1.5344754309812798,-0.8936010748663713,0.28365995058932897,0.23360523685055332,0.524650625638957,0.9159771688182657,0.24613537867725216,0.14706528963734924,-0.26751031266210357,0.09588136388957191,0.814187373588727,1.6223641589378177,-0.1938786687465012,-0.976661029951626,0.21227835454282568,-0.24994461858992154,-0.7841457932557148,-0.31897081066878274,0.6167530374218267,-0.28699910092404507,1.3279255708291062,-0.5848127979630788,-0.6588055993158322,0.7339872515241944,-0.23988690096721157,-0.05547298660184996,-0.4001516473141517,0.964184182219145,0.7681732228300011,0.9432142662601111,0.8162528909677585,-0.8281908502354323,0.37304342623291087,0.22756967540582318,0.022229995428127758,-0.27245563409050627,0.35486053770218806,-0.12403153641499887,-0.24331515800467507,0.9749234781709553,-0.8367231620814853,-0.2273422784729705,-0.43198654381533586,0.6717756922556578,-0.14227698293817448,-0.14887039857645132,-0.18119991071199582,-1.0703559649678258,0.24945439145847637,0.11902882314855609,0.2811744387720482,-0.6691339406071253,0.07213824021207998,0.2986690914921328,-0.2795355595215653,0.4868462978079341,-0.25148243585593605,-0.035320881979457416,0.286677113223079,-0.014093616627080807,0.3231954991692444,-0.1296639066248898,0.11673113123073398,-0.33601186820656653,-0.11051650071457324,0.13193822515657216,0.3965017455985146,0.8248927483856655,-0.17165166599550716,0.06365979370097394,-0.21007336162836565,0.04135205480513197,0.07391435973025695,-0.3615440084698938,0.004411592028355504,0.2548126190606218,-0.2918292384758968,0.1372675727473051
45,45,,-4.053240184193367,-2.0048423169738245,0.18125727681554232,-3.207353190807984,3.2500000675942684,-1.90741580810402,0.007813649959589442,0.04727910051280221,-4.538033953595474,3.15862172771771,0.6236228085141827,-0.9535511381290919,-1.6543186388564672,-1.592165404512993,-0.6606364181622152,0.8419382117826271,1.3649870825367638,0.9315010724360051,-0.7787986411373125,-2.3475695448040033,1.4407185074669238,1.6258252620491345,0.9754435715498622,-1.976412892960917,2.8575596782169415,-0.4642866698640413,0.8879567401706855,-1.764107223806775,-0.0922372348363536,0.9472568335179048,1.6325964378369455,1.0795727128674335,0.3701156818952995,-0.5447924366883077,-0.15142112132851324,0.7131516402847824,-0.3548065638531659,0.09879281260724115,-0.8995945076828634,-0.5414003756668538,0.12990878191016403,0.9600594430587639,-0.3982029197909018,0.3250505243506193,0.9690134867738939,-0.8013786571275354,-0.26959881874295744,0.37840127221182973,-0.9346211415307499,1.6772335214597938,0.2561517925203945,0.5952293588215614,-0.43084365994208973,0.08483357557271731,-0.16312222490123987,0.5290816110288183,0.9384788559365103,-0.590171821978711,-0.7161509192036672,-0.39704914164185817,0.08059308708240898,0.46981813063132793,-0.019342686974415768,0.44452254715640643,-0.17072237874740032,-0.009560560158173192,-0.4581202904561626,0.5059640706165681,-0.30787080211996304,0.34148870118207575,0.4965746461651306,0.269224701797697,0.6118060553541942,-0.35150604443471595,0.6534923230257321,-0.08340895274197185,-0.3878930142291195,-0.5488348698664085,0.3779682047817332,-0.1742644567581079,0.008178640967722459,0.6190957523432695,-0.7465886679777362,0.03566903636639773,0.21741845381845698,0.36708827520320547,-0.48803342958057117,-0.318922407419624,0.21376188629378218,-0.016760531057665617,0.0862331022063508,0.4711271035582608,-0.1614601409263999,0.025604632699680163,-0.029137095003957114,0.11047583702239692,-0.18030395456502885,0.049596416861396486,0.005906153877235809,0.13813972230714608,-0.22596789228225292,0.2465400707512907,0.09542995256219432,0.12360821928947474
45,45,,-2.6647549208661268,-4.0565149954869,-0.8994581812441658,-0.7632979225533648,0.3534332576933543,3.168663609353475,-0.6719713026796869,0.49016225290355453,0.44498308232604633,5.143496162925466,0.7267047060579694,-3.5816782681269927,0.9085604328596731,-1.7142963095648749,1.410053703048806,-0.8854486266808327,0.32625849220127723,-1.8927968649456188,2.4626802681932416,-2.149101759845939,0.20680235062353813,2.0141036415997915,0.650025392828018,-2.7280789153819747,2.463993183421914,-1.720802369467795,-0.9293087430600855,-1.307947903335016,-1.899287444967439,-0.8998654343245716,0.8532105751904964,2.538105963610895,0.20671604724057976,-1.4459852239929747,1.1135068489596658,0.4178946543547336,-0.5947242478128479,0.9907534396835356,-0.058474571432453826,-0.2339570111301449,1.5955099452241175,0.46229082196065896,-0.09447741944260904,-0.5876299224760803,1.0444442334646895,0.4646363706813892,-0.12961842537428558,0.0891736011556033,-0.30108723698536,-0.033410961565432995,-0.5425454493417886,0.4988173826027531,0.32794121371774565,-0.7099505754178125,1.4573590131428287,-0.8826416125496245,0.452726806773293,0.5539630054286411,-0.37477449308518185,-0.15103412302431368,-0.23443809808987714,-0.569232170873169,-0.09596204608154395,-0.43888346487380225,-0.10375860212423238,-1.1646651425051942,-0.3257344758560686,0.574364697067288,-0.37318049043918666,0.3412180700596708,-0.13427785259268143,0.16536288853944853,-0.427842564745678,-0.4307997890377908,0.47218637999207613,-0.4562889482165143,0.897448632279364,-0.7506657752652784,0.48042689548247525,0.3459455226441825,0.3800540484677394,0.582602605523795,0.28643561513938753,-0.5290967430511822,0.26547504885475415,-0.1585292844327625,0.5183644828270535,-0.348445393207822,0.17419403251135157,-0.1427980016315299,-0.016344776999254074,0.3787411281101606,0.29903201491600706,-0.3105543282951274,0.27248657632313067,-0.23037691607480115,-0.15614681435597413,0.308756198151866,-0.14173231579478604,-0.3169977880585249,-0.006238167128024691,0.6032997623660272,0.009961811924159902,0.2659845982401101
45,45,,-1.0857581192266983,-4.503912213625338,2.2732625221435243,-2.9916759169158507,1.8807838931130418,-0.6537625862245007,1.7596569986044823,2.4780137194149705,0.13068080314295782,4.263279621946722,-2.0726855386825362,-0.39601820573718005,0.5811395001945843,-0.9385444983060858,0.14000958285852422,-1.2880989366356417,-1.4575364395501407,0.363594258203789,-0.9595016802076346,-0.7856014948631708,0.9439965876796621,2.3739776583784007,1.8455827444504154,0.30159467548942964,-0.6970899264433519,-0.08449027331192344,0.3065583818286485,-0.6936602910941781,0.47828530027966376,1.763551551629638,-0.8743728775287398,0.6735772834454983,0.3091847360776603,-0.6720552995570886,0.09339885778747814,-0.5807315561819739,0.1287052651444504,0.9346306692348667,-0.00976110606867997,0.4605346622340843,-1.0894428104395397,0.23378124763293726,2.1769185551843013,0.8918326082820468,-0.3566536295266832,-0.28494802417080206,-1.7246406098145872,-0.8958192979885634,-0.7267149616100735,-0.597190081431438,0.7344392223284257,-0.5748949984550042,0.1710813844424091,0.4232939158372136,-0.27964777242586014,0.5137528997244679,0.27789715489495503,-0.30428988768646564,0.07504554442655882,-0.3192639691657946,-0.1452430868467177,0.7137862167436615,-0.14852275322623365,-0.8702770819986023,-0.5447263019285503,0.19190057434083124,-0.3437136041278045,0.35818191549664186,-0.10634584461098323,-0.1752210161892508,0.5515004919281994,0.5379736121303572,0.16043592134849638,-0.2387605855124117,0.28852536495007125,-0.9276460698379194,-0.020005877401254757,-0.5889449238272391,0.531620040404782,-0.1595487504410145,-0.184816274348849,0.32027548667714983,-0.12135261576418,0.27006836916811805,-0.2371313098728898,-0.281453546658312,0.39719381142472804,0.3123649723142081,-0.271584136147336,0.49236726493248534,0.28614604454431114,-0.33547876169485175,0.0018376065891125282,-0.2233018099860088,-0.46462979176227565,-0.27586844875857053,-0.3492695300958471,-0.3329011155286819,0.0036262295358800434,-0.13134294953695527,0.09690590153820762,0.251900023281207,0.2911064230815871,-0.2269510812196216
45,45,,-1.4488409086799299,-3.8491802141296687,-0.7329722694944344,0.5074671936913253,-0.906702012161785,-0.8547633057077113,-0.025989273263444045,0.45038203341312333,2.5595154594065406,1.5760419996539803,1.370244794977085,0.33935800585808845,-1.3707475483103282,-1.8036264321045605,1.5115389366442027,0.07456002567870051,3.0952856552879777,-0.6816012505256572,0.18018858985198125,-0.38541007510759573,0.1224182093166224,1.525317465420861,-2.82323508612989,0.10541520022734148,1.1175532664292513,1.127134322413377,-0.5203514792232752,-1.0978590305475169,-0.5929794598899275,1.9785234097981372,0.687726086659475,-0.7145222407005861,0.8880472379888112,0.42885147585943584,0.37043259890415886,-0.5298583700573162,-1.1635522150063742,0.9556472619951413,0.4001175829294324,0.171448158921824,0.23786211536201668,0.8350763907866635,-0.015373012513145382,-0.10657072330340484,-0.7542457009442562,0.059960542811909545,0.06441445143804117,-0.816792780590011,1.1357365811894757,0.7166948304307992,0.004329019313761229,0.7704370668928229,-0.4501105447899763,0.24471464453453362,0.3536808287820731,-0.9146530828947805,0.23036245060177923,-0.1851584871253727,0.3952510601411091,0.8103323861525651,-1.4135304691785247,-1.6926397120025607,-0.933714133618009,-0.7944944768516164,-0.10330290395379167,-0.06786700714690796,1.1156605886835922,0.3352515831853303,0.27455976619079075,-0.4359878033719957,-0.03131565011931145,0.14645661890216663,-0.334432367928422,-0.12863214124567288,-0.2453071672832576,-0.15935772376531554,0.5004279290323143,-0.6625319385603665,-0.11515708157960924,-0.26757353237495857,-0.08359328059256113,0.36076986128102073,-0.5427975208565041,-0.004543372176644578,-0.5492115453178296,0.3677261244001377,-0.2880119606483079,-0.46436371628117296,0.21469147133856492,-0.7307964982591472,0.1444235816807033,0.0006215282365223279,0.0751160446876032,-0.25379428045431934,-0.43855074663523724,-0.088670540350776,0.19622759145487412,-0.6140561553134142,-0.1345071384989269,0.2291309271084259,-0.2746777557266632,0.5260265261847348,0.12533329592540954,0.14149987459124014
5,5,,-0.9428458163813216,-1.2615160565578425,4.664158940303093,-1.6515825446080872,-0.5220392363688551,0.8034897216186239,-1.0248928688798276,-4.129897616972743,-1.5577918265947033,-0.4673429437579926,1.855920538634836,1.0877857626697776,-1.535933229099779,0.3614688571286023,0.041712431241377856,-1.410971091670394,-0.657177159230452,-2.152116883989203,-0.0321184044265444,-0.09737535993637787,-0.8513089676117196,0.8210370377847104,-0.7245477466511154,-1.7582292366793144,0.9610434382730593,-0.06325410787320722,-0.7675049459636648,-1.0372084747253207,-1.2752289339061602,0.21695997639287792,-0.36419763344743644,-0.13269582665073748,0.35723842130962535,-0.10328480791126171,0.8232303660858723,-0.751964082731593,-1.0276779217240546,-0.1941762103969575,0.05996319403633196,0.11196260904876006,0.9751078945648501,-0.7706524370387352,0.9188444315132555,-0.40611434407799757,0.8736246934504186,-0.21531466018290646,-1.9897207596428381,0.8503788554739192,-0.3848189913235601,-1.4639548378493235,-0.03769375438515982,0.10530528701402764,0.2950205754030095,0.15253542516563168,-0.45012767093763567,-0.834713804113223,-0.5209064491361715,0.4461545118140722,-0.3309089008417985,-0.5246625014437228,0.6995294954614976,-0.6728078369922699,0.5109913985602157,0.03213095335682903,-0.1935371031764338,-0.20718573177386454,0.08965465197973557,0.2257538573356408,-0.034065545405372766,-0.017351807493331595,0.8722966191243202,0.9569223862719478,0.14234874540579392,-0.4681456519387778,-0.21939526801831827,0.3775268524344131,0.615605633542156,-0.2267795442324851,0.3018485668263917,0.4863528866360256,0.14687839710471506,-0.366017502075817,-0.3897122999207949,-0.24492061941238377,0.11783178898501909,0.08141016584350375,0.15591823778042746,0.0019307351928273264,-0.0032389162397997856,0.06981798863612002,0.00453347131101503,-0.5124225227951728,0.524141394950526,0.40940362096599814,-0.08882486940706737,-0.07235478885470825,-0.1268487379872245,0.6435512187183312,0.1344002788314724,-0.2582164854491893,0.02303959651503021,-0.10118991129272453,-0.010505553152421077,0.15138014876615377
5,5,,-4.6119433199765645,-1.7534805943920682,3.1533833025010694,0.1730769528413404,-0.9363952544578609,0.9588148157896641,-2.766637564928814,-1.8123157269837404,-0.08996704357000973,-1.1598065768134065,1.9136815710016712,0.5245485209366225,1.6554554646086719,-1.481485481205802,-0.1773816197210052,-1.2016646689500634,0.08372683888351132,-2.9199258794073404,0.48863615651509545,0.667556589238421,1.063337447489274,0.3159765961581547,-2.384118276288066,-0.5270444056368997,0.36389999631912084,-0.2213715962232463,0.10503751705624167,0.16775942996588952,-1.6942086354142862,1.3393751960793827,-2.276399106594102,0.9627972372995567,0.006572940431601509,-0.1858306255707718,1.1956328383656736,0.32250823995439293,0.37744553876016995,-0.5152501897020716,0.057179806134034616,0.4729143738687121,0.16166120632165992,0.7274173140776987,-0.574172854716632,0.1408964356391082,-0.4570582685269158,-0.07923914796251773,-1.3978570432401825,1.1115354223715506,0.08603012555171796,-0.5549013883901269,-0.11510322008366373,-0.4571780722409048,-0.5820112266566326,0.19833742964277762,0.09077924315709737,-0.10288764855097504,-0.1325115898002802,0.22668445423108294,-0.20638283568828225,-1.125670717773303,0.2912737264918718,0.274854604902691,-0.04315487124732133,-0.15353096185227982,0.20572946871474956,-0.41879313070594637,1.042542108190871,-0.01926260950443276,0.7855374586748197,0.07354237851578477,-0.11714529809910867,-0.4058000977944214,0.07226784062311693,0.05151658641202472,-0.26227638575844403,-0.14640555320852977,0.09584910571870568,0.01646520175111668,0.10752629828658655,0.2350713038053069,-0.10516944320927035,-0.6417949662591936,-0.23263477391363185,-0.027534041811636267,0.16448149899398407,0.7133236780086185,0.2226211201837137,-0.13949429733684482,0.15699373209241863,-0.26097663590692555,-0.43456011145014184,-0.76618140476939,0.11048612342361563,-0.2455041793601691,0.0066619684816601465,0.03742376355037802,0.014181684532686145,-0.20088128746135248,0.3955684020665846,-0.2133041273383608,-0.03510906589030148,-0.2688080982031692,-0.21949181662727335,0.2992982938670964
5,5,,-1.3458707733141229,0.46027879271335376,0.6377575705736789,1.0652021533967462,3.1975256795488747,-2.4738549272149433,-1.5792413990019079,0.2685680480337237,-1.7136527928302598,-0.21340670629872907,0.254472485359051,0.8332722817930505,0.856944946859884,0.5681602745826823,0.02647483361056817,0.49399744457996014,0.14805400328156365,-2.7311666289952705,2.3855763586383087,-1.0855805010500192,1.615460018812252,-1.373071240519831,0.5610446014010384,0.3029174146876498,0.07366204364978556,-0.0016648050040329876,-0.060994522532322515,1.0370346737321328,0.12930606085648821,1.0281808254824938,-0.6998313392769138,0.6305114741023311,0.06258818415309844,-0.641245526518089,0.1414564879815543,0.7398299939676926,0.4644787313881884,-0.3631203826394398,-0.5001530439264749,-0.011297153560586748,1.467238020157569,0.45367209549734955,-0.23175751917402174,-1.1532470430984818,0.29204176488247624,-0.9783466062274149,-0.3505380495160868,0.8790288108398158,0.9979678107106332,-0.43025805843095033,0.40883812915043505,-0.7144491338447614,-0.023988957668274802,-0.22959948010888048,0.007263090038700681,-1.625947061956209,0.25756100969320633,0.6230606734836602,-0.6512703965222644,0.20962513873144897,0.5329068791523588,0.2503075529399506,-0.9385105911898667,0.011123402287269914,0.47527338920701306,-0.3146383798422283,0.17296275124681687,-0.16233729047752982,0.04010583459103534,-0.18683413455434053,0.11691835822161445,0.2722848264719536,-0.25005038163218635,-0.3960144757386176,-0.4654637018306473,-0.22667143717504082,0.6949038338496697,0.35944171589143875,-0.34882319438597115,-0.5571874943102348,-0.2634446034874124,-0.17420972473360424,0.13742046048592207,0.546998562924707,-0.49351772230592594,-0.37068808967518707,0.242961146475743,0.2657206204675467,-0.02038052694584111,0.28719382304732566,-0.05404103021250998,-0.20124475928539656,-0.1742744162764833,-0.02966352711891569,0.03881837618098691,0.20363965592030597,-0.15015918708210915,-0.33956963922545336,-0.27295317585049117,-0.18255392178190327,-0.07891520736874981,0.2696203022974531,0.049672490624802924,0.11861505725928709
5,5,,-2.4949135968896234,-2.3004934672357678,5.592843108563956,-1.6014083067626148,0.3089958841561273,1.3984100453696922,-0.5449453832671841,-3.6433580919555526,-0.6126586125545571,0.42810890376885313,1.8966941234706165,2.8258547359583064,-0.15843259326458692,0.511077562812277,0.8012071966498604,-1.5976241304740721,-1.189794125156575,-1.3764246043595947,-0.5254655149128339,0.1154164220329911,-0.9859780924905045,0.8110798694726603,-1.050759473981549,-1.874562174125907,-0.20990685938491974,0.14305480962061728,-0.6322823660815934,-0.2141864093218885,0.4228491732313705,0.7598019095263752,-0.9392965148362385,1.0221421984988708,-0.46072230661214936,0.002967360675645292,0.5149497299364922,0.3674901589422071,0.42622617869603197,0.854492924422202,-1.0071399767650417,-0.22628236102806276,0.8521102844627559,-0.2186964013983859,1.072405298585021,1.034677117428221,-0.3247395601473106,-0.1499601043819766,-1.6220978694124648,0.791818595654207,-0.24423386338616274,-1.0689698889183958,-0.6879643349448811,-0.3303852410190101,0.14310789290681772,-0.0637111521776581,-0.7426940869009039,-0.9817513283163155,0.8818946234881558,1.0224336430150456,0.34610404850116977,0.05183319694309827,0.024448299250899697,-0.44665712445006855,0.29227227812934525,0.9178697946800632,1.0200025979125007,-0.7482982158213715,0.44554960708064706,0.21291884225369245,0.16538150296217963,-0.019215576138489565,0.30454238741684847,0.2306408616618869,0.05907723506299195,0.014833544025395662,-0.15391438126415638,-0.31198971831478406,-0.051426351669520115,0.19955605622643446,0.7319523412912071,0.10329068365100902,0.04001511529403978,0.37430804392006656,0.23504626945742418,-0.16663784416493602,0.19519932102953458,0.6907245623918045,0.03304779663238558,0.13966062384473893,-0.09625569968428098,0.3099062810294649,0.11884872889124334,-0.194206570782462,0.07431947163012598,0.1487361923241327,-0.06892223844600182,0.1483885673113914,0.04663127074655948,0.2424140925869022,0.039221806129071245,-0.15666325638430587,-0.15666708118769157,-0.27921291349503796,0.12240479964473039,0.026298711388876267
